victory_status,opening_code,opening_name,rating_gap_class
Resign,C00,French Defense,0-50
Out of Time,C55,Italian Game,0-50
Mate,C50,Four Knights Game,0-50
Out of Time,C46,Four Knights Game,201-250
Out of Time,B01,Scandinavian Defense,51-100
Mate,C41,Philidor Defense,0-50
Resign,C64,Ruy Lopez,101-150
Mate,D30,Queen's Gambit,51-100
Resign,D06,Queen's Gambit,>250
Mate,C62,Ruy Lopez,101-150
Mate,B23,Sicilian Defense,101-150
Out of Time,A25,English Opening,101-150
Resign,D20,Queen's Gambit,101-150
Mate,C00,French Defense,0-50
Out of Time,C40,King's Pawn Game,0-50
Mate,B30,Sicilian Defense,0-50
Out of Time,C48,Four Knights Game,51-100
Mate,C40,King's Pawn Game,151-200
Resign,C40,King's Knight Opening,151-200
Resign,B23,Sicilian Defense,51-100
Resign,C24,Bishop's Opening,0-50
Mate,C44,King's Pawn Game,0-50
Mate,B25,Sicilian Defense,101-150
Out of Time,D06,Queen's Gambit,0-50
Resign,B00,Owen Defense,>250
Resign,B01,Scandinavian Defense,201-250
Mate,C57,Italian Game,>250
Resign,C79,Ruy Lopez,0-50
Resign,C55,Italian Game,51-100
Out of Time,C55,Italian Game,0-50
Out of Time,D00,Queen's Pawn Game,51-100
Mate,B02,Alekhine Defense,51-100
Mate,C62,Ruy Lopez,0-50
Resign,C36,King's Gambit,0-50
Mate,B23,Sicilian Defense,0-50
Mate,D20,Queen's Gambit,>250
Resign,D01,Queen's Pawn Game,>250
Resign,C66,Ruy Lopez,0-50
Mate,C40,King's Knight Opening,>250
Resign,B07,Pirc Defense,0-50
Resign,D02,Queen's Pawn Game,0-50
Out of Time,D00,Queen's Pawn Game,0-50
Mate,B01,Scandinavian Defense,0-50
Mate,D02,Queen's Pawn Game,51-100
Out of Time,B40,Sicilian Defense,0-50
Resign,C55,Italian Game,>250
Out of Time,C50,Giuoco Piano,>250
Resign,B10,Caro-Kann Defense,0-50
Mate,C42,Petrov's Defense,51-100
Out of Time,B10,Caro-Kann Defense,101-150
Resign,B00,Borg Defense,201-250
Resign,B00,Nimzowitsch Defense,201-250
Resign,C41,Philidor Defense,201-250
Resign,C40,Elephant Gambit,201-250
Draw,C40,King's Pawn Game,0-50
Out of Time,B02,Alekhine Defense,0-50
Resign,B10,Caro-Kann Defense,0-50
Mate,B00,Caro-Kann Defense,201-250
Mate,C68,Ruy Lopez,151-200
Resign,B00,Caro-Kann Defense,>250
Draw,A06,Zukertort Opening,51-100
Mate,B29,Sicilian Defense,201-250
Out of Time,A10,English Opening,51-100
Resign,A49,East Indian Defense,>250
Out of Time,C66,Ruy Lopez,0-50
Out of Time,B21,Sicilian Defense,101-150
Resign,B20,Sicilian Defense,0-50
Out of Time,B90,Sicilian Defense,51-100
Resign,C62,Ruy Lopez,0-50
Resign,B90,Sicilian Defense,0-50
Resign,C70,Ruy Lopez,201-250
Resign,B50,Sicilian Defense,201-250
Resign,C41,Philidor Defense,151-200
Resign,E80,King's Indian Defense,0-50
Out of Time,E71,King's Indian Defense,0-50
Draw,B00,Nimzowitsch Defense,>250
Resign,B30,Sicilian Defense,0-50
Out of Time,A30,English Opening,>250
Mate,A46,Torre Attack,51-100
Resign,A45,Indian Game,151-200
Resign,B50,Sicilian Defense,51-100
Resign,C70,Ruy Lopez,0-50
Resign,B50,Sicilian Defense,151-200
Resign,C66,Ruy Lopez,201-250
Mate,B32,Sicilian Defense,151-200
Resign,B50,Sicilian Defense,>250
Resign,A45,Indian Game,51-100
Out of Time,A17,English Opening,>250
Mate,D00,Queen's Pawn Game,0-50
Mate,D06,Queen's Gambit,201-250
Mate,A04,Reti Opening,101-150
Mate,C69,Ruy Lopez,151-200
Resign,B12,Caro-Kann Defense,>250
Mate,C20,King's Pawn Game,101-150
Out of Time,B20,Sicilian Defense,101-150
Mate,D43,Semi-Slav Defense,51-100
Resign,D20,Queen's Gambit,151-200
Resign,A45,Paleface Attack,>250
Resign,A10,English Opening,>250
Mate,E00,Indian Game,>250
Draw,A00,Van't Kruijs Opening,0-50
Draw,C03,French Defense,0-50
Mate,A40,Englund Gambit,51-100
Mate,D05,Colle System,151-200
Draw,C41,Philidor Defense,151-200
Resign,C50,Italian Game,201-250
Draw,A00,Van't Kruijs Opening,151-200
Resign,B00,Goldsmith Defense,151-200
Resign,B10,Caro-Kann Defense,101-150
Mate,B01,Scandinavian Defense,51-100
Draw,C26,Bishop's Opening,51-100
Mate,C41,Philidor Defense,51-100
Mate,C20,King's Pawn Game,51-100
Draw,B52,Sicilian Defense,51-100
Resign,C58,Italian Game,101-150
Resign,B00,Owen Defense,>250
Draw,D10,Slav Defense,>250
Out of Time,C24,Bishop's Opening,51-100
Draw,C40,King's Pawn Game,51-100
Resign,B02,Alekhine Defense,51-100
Resign,C55,Italian Game,101-150
Resign,C40,King's Pawn Game,0-50
Mate,C20,King's Pawn Game,51-100
Mate,B01,Scandinavian Defense,101-150
Mate,C23,Bishop's Opening,51-100
Mate,C22,Center Game,201-250
Mate,B01,Scandinavian Defense,51-100
Resign,A84,Dutch Defense,151-200
Mate,B50,Sicilian Defense,201-250
Resign,D00,Queen's Pawn Game,101-150
Mate,B87,Sicilian Defense,0-50
Resign,B22,Sicilian Defense,151-200
Resign,E40,Nimzo-Indian Defense,>250
Resign,B08,Pirc Defense,201-250
Resign,D08,Queen's Gambit,201-250
Resign,B21,Sicilian Defense,>250
Resign,D35,Queen's Gambit,>250
Out of Time,D06,Queen's Gambit,>250
Resign,A58,Benko Gambit,101-150
Mate,D87,Gruenfeld Defense,151-200
Mate,C50,Italian Game,0-50
Resign,C01,French Defense,51-100
Resign,C57,Italian Game,101-150
Draw,B07,Pirc Defense,0-50
Resign,D06,Queen's Gambit,101-150
Resign,B00,Owen Defense,0-50
Resign,C55,Italian Game,51-100
Resign,C68,Ruy Lopez,51-100
Mate,C68,Ruy Lopez,101-150
Resign,B50,Sicilian Defense,51-100
Resign,D20,Queen's Gambit,101-150
Resign,C50,Italian Game,0-50
Resign,D00,Queen's Pawn Game,0-50
Mate,A00,Van't Kruijs Opening,0-50
Mate,B50,Sicilian Defense,0-50
Mate,B20,Sicilian Defense,0-50
Resign,B90,Sicilian Defense,51-100
Mate,C68,Ruy Lopez,0-50
Draw,B40,Sicilian Defense,0-50
Resign,C00,Rat Defense,0-50
Resign,B20,Sicilian Defense,0-50
Resign,B00,Nimzowitsch Defense,0-50
Resign,D02,Queen's Pawn Game,101-150
Mate,B50,Sicilian Defense,51-100
Resign,B01,Scandinavian Defense,51-100
Resign,B35,Sicilian Defense,101-150
Resign,B50,Sicilian Defense,101-150
Resign,B30,Sicilian Defense,101-150
Resign,B56,Sicilian Defense,51-100
Resign,C50,Italian Game,51-100
Resign,D00,Queen's Pawn Game,0-50
Resign,B00,Nimzowitsch Defense,101-150
Out of Time,C41,Philidor Defense,51-100
Mate,C21,Danish Gambit,51-100
Resign,B21,Sicilian Defense,51-100
Resign,C21,Danish Gambit,51-100
Mate,C55,Italian Game,51-100
Out of Time,B30,Sicilian Defense,51-100
Resign,D00,Queen's Pawn Game,0-50
Resign,C51,Italian Game,0-50
Mate,C24,Bishop's Opening,0-50
Resign,C52,Italian Game,101-150
Resign,B54,Sicilian Defense,51-100
Mate,C55,Italian Game,0-50
Resign,C55,Italian Game,0-50
Resign,C57,Italian Game,0-50
Mate,C02,French Defense,51-100
Resign,B21,Sicilian Defense,51-100
Resign,C42,Russian Game,51-100
Resign,C15,French Defense,0-50
Resign,B54,Sicilian Defense,51-100
Draw,B50,Sicilian Defense,>250
Resign,A21,English Opening,>250
Out of Time,B20,Sicilian Defense,51-100
Mate,C67,Ruy Lopez,51-100
Resign,B12,Caro-Kann Defense,51-100
Draw,B40,Sicilian Defense,51-100
Mate,C77,Ruy Lopez,101-150
Mate,C77,Ruy Lopez,151-200
Mate,B00,Owen Defense,51-100
Mate,D00,Queen's Pawn Game,>250
Resign,A27,English Opening,201-250
Mate,C20,King's Pawn Game,51-100
Resign,C55,Italian Game,151-200
Mate,B50,Sicilian Defense,>250
Resign,B06,Modern Defense,51-100
Resign,B10,Caro-Kann Defense,0-50
Mate,B20,Sicilian Defense,51-100
Resign,B10,Caro-Kann Defense,151-200
Resign,C55,Italian Game,51-100
Mate,B01,Scandinavian Defense,0-50
Mate,A00,Van't Kruijs Opening,201-250
Mate,D00,Queen's Pawn Game,151-200
Mate,B01,Scandinavian Defense,51-100
Mate,C44,Ponziani Opening,0-50
Resign,C50,Italian Game,151-200
Resign,C46,Three Knights Opening,>250
Out of Time,C40,Gunderam Defense,0-50
Mate,C41,Philidor Defense,201-250
Resign,C41,Philidor Defense,201-250
Mate,C40,King's Knight Opening,51-100
Mate,C20,King's Pawn Game,51-100
Mate,B20,Sicilian Defense,51-100
Mate,C41,Philidor Defense,0-50
Resign,A00,Ware Opening,0-50
Mate,B00,Ware Defense,0-50
Resign,C41,Philidor Defense,0-50
Mate,C41,Philidor Defense,101-150
Out of Time,A00,Hungarian Opening,51-100
Draw,C41,Philidor Defense,0-50
Mate,C44,King's Knight Opening,0-50
Mate,D02,Queen's Pawn Game,0-50
Draw,C44,King's Knight Opening,0-50
Mate,C27,Vienna Game,151-200
Resign,C20,King's Pawn Game,0-50
Resign,B01,Scandinavian Defense,101-150
Out of Time,B00,Owen Defense,0-50
Out of Time,A02,Bird Opening,51-100
Mate,A04,Zukertort Opening,101-150
Out of Time,A02,Bird Opening,0-50
Mate,A02,Bird Opening,0-50
Mate,C44,King's Knight Opening,201-250
Draw,C41,Philidor Defense,201-250
Resign,C44,King's Knight Opening,0-50
Resign,C41,Philidor Defense,0-50
Mate,D02,Queen's Pawn Game,0-50
Mate,C41,Philidor Defense,>250
Mate,C41,Philidor Defense,201-250
Out of Time,C41,Philidor Defense,0-50
Out of Time,C42,Petrov's Defense,0-50
Resign,D00,Amazon Attack,0-50
Mate,B01,Scandinavian Defense,0-50
Out of Time,A01,Nimzo-Larsen Attack,101-150
Mate,B20,Sicilian Defense,>250
Resign,A58,Benko Gambit,151-200
Resign,B12,Caro-Kann Defense,0-50
Resign,E11,Bogo-Indian Defense,101-150
Resign,D43,Semi-Slav Defense,151-200
Resign,E15,Queen's Indian Defense,151-200
Out of Time,B19,Caro-Kann Defense,101-150
Out of Time,A40,Horwitz Defense,101-150
Mate,D11,Slav Defense,101-150
Resign,E61,King's Indian Defense,0-50
Resign,A40,Modern Defense,51-100
Resign,B18,Caro-Kann Defense,151-200
Mate,D07,Queen's Gambit,51-100
Resign,D31,Queen's Gambit,51-100
Mate,B18,Caro-Kann Defense,201-250
Mate,E21,Nimzo-Indian Defense,51-100
Resign,B53,Sicilian Defense,151-200
Resign,D20,Queen's Gambit,>250
Resign,A35,English Opening,0-50
Draw,B38,Sicilian Defense,51-100
Resign,D17,Slav Defense,101-150
Resign,A15,English Opening,101-150
Resign,B23,Sicilian Defense,>250
Resign,B01,Scandinavian Defense,0-50
Draw,A22,English Opening,51-100
Resign,D11,Slav Defense,>250
Resign,A21,English Opening,>250
Resign,B38,Sicilian Defense,51-100
Resign,B27,Sicilian Defense,101-150
Resign,D12,Slav Defense,>250
Out of Time,D45,Semi-Slav Defense,>250
Resign,E12,Queen's Indian Defense,201-250
Resign,D14,Slav Defense,101-150
Resign,B12,Caro-Kann Defense,>250
Resign,C01,French Defense,51-100
Draw,A28,English Opening,101-150
Resign,B27,Sicilian Defense,101-150
Resign,B27,Sicilian Defense,101-150
Resign,D11,Slav Defense,0-50
Resign,A10,English Opening,51-100
Resign,A70,Benoni Defense,101-150
Mate,D17,Slav Defense,0-50
Resign,B21,Sicilian Defense,0-50
Resign,A28,English Opening,51-100
Resign,C20,English Opening,101-150
Draw,A34,English Opening,0-50
Resign,B34,Sicilian Defense,51-100
Mate,B21,Sicilian Defense,51-100
Resign,A10,English Opening,101-150
Mate,A13,English Opening,101-150
Resign,B36,Sicilian Defense,51-100
Resign,A02,Bird Opening,101-150
Mate,A00,Van't Kruijs Opening,>250
Resign,C64,Ruy Lopez,51-100
Resign,B07,Pirc Defense,101-150
Resign,B32,Sicilian Defense,101-150
Resign,B01,Scandinavian Defense,0-50
Mate,B08,Pirc Defense,0-50
Out of Time,D00,Queen's Pawn Game,0-50
Resign,D45,Semi-Slav Defense,0-50
Resign,C10,French Defense,0-50
Resign,B20,Sicilian Defense,101-150
Out of Time,B40,Sicilian Defense,51-100
Mate,B22,Sicilian Defense,151-200
Resign,B01,Scandinavian Defense,151-200
Mate,C00,French Defense,51-100
Resign,D45,Semi-Slav Defense,51-100
Resign,C41,Philidor Defense,151-200
Mate,B36,Sicilian Defense,51-100
Resign,B22,Sicilian Defense,101-150
Mate,B30,Sicilian Defense,151-200
Resign,B32,Sicilian Defense,0-50
Mate,A00,Van't Kruijs Opening,0-50
Resign,B23,Sicilian Defense,>250
Mate,B25,Sicilian Defense,151-200
Resign,C07,French Defense,51-100
Out of Time,A45,Indian Game,>250
Resign,B21,Sicilian Defense,51-100
Out of Time,E76,King's Indian Defense,0-50
Resign,D00,Blackmar-Diemer Gambit,51-100
Out of Time,D85,Gruenfeld Defense,201-250
Resign,A45,Indian Game,151-200
Mate,A80,Dutch Defense,51-100
Mate,A46,Torre Attack,51-100
Mate,A45,Trompowsky Attack,51-100
Resign,A80,Dutch Defense,0-50
Resign,D35,Queen's Gambit,0-50
Resign,A43,Old Benoni Defense,0-50
Mate,C54,Italian Game,201-250
Resign,C00,French Defense,0-50
Resign,C59,Italian Game,>250
Mate,C00,St. George Defense,201-250
Draw,C41,Philidor Defense,>250
Resign,C51,Italian Game,>250
Out of Time,A70,Benoni Defense,101-150
Draw,A57,Benko Gambit,201-250
Mate,C50,Giuoco Piano,101-150
Resign,B43,Sicilian Defense,>250
Resign,A70,Benoni Defense,151-200
Resign,B20,Sicilian Defense,201-250
Resign,C50,Giuoco Piano,>250
Resign,B22,Sicilian Defense,0-50
Resign,C55,Italian Game,151-200
Resign,A22,English Opening,151-200
Resign,C42,Russian Game,51-100
Draw,B23,Sicilian Defense,0-50
Resign,B06,Modern Defense,201-250
Resign,B21,Sicilian Defense,201-250
Draw,B32,Sicilian Defense,51-100
Draw,A45,Indian Game,151-200
Mate,B33,Sicilian Defense,0-50
Resign,D05,Colle System,51-100
Resign,C55,Italian Game,201-250
Resign,B21,Sicilian Defense,51-100
Mate,D02,Queen's Pawn Game,51-100
Resign,C02,French Defense,>250
Resign,A00,Polish Opening,>250
Resign,A43,Benoni Defense,>250
Resign,D26,Queen's Gambit,101-150
Resign,A84,Dutch Defense,>250
Mate,B50,Sicilian Defense,>250
Mate,A40,Polish Defense,>250
Resign,B84,Sicilian Defense,151-200
Draw,D07,Queen's Gambit,0-50
Mate,D30,Queen's Gambit,201-250
Resign,D30,Queen's Gambit,>250
Resign,C07,French Defense,101-150
Resign,D20,Queen's Gambit,>250
Out of Time,E15,Queen's Indian Defense,>250
Resign,C02,French Defense,>250
Mate,A57,Benko Gambit,101-150
Resign,E12,Queen's Indian Defense,>250
Resign,E12,Queen's Indian Defense,51-100
Draw,E12,Queen's Indian Defense,0-50
Resign,D02,Queen's Gambit,0-50
Resign,C02,French Defense,51-100
Mate,E88,King's Indian Defense,>250
Resign,A40,Polish Defense,>250
Mate,E20,Nimzo-Indian Defense,>250
Mate,D30,Queen's Gambit,>250
Resign,C00,French Defense,>250
Out of Time,E81,King's Indian Defense,>250
Resign,D35,Queen's Gambit,>250
Resign,C00,French Defense,101-150
Out of Time,B92,Sicilian Defense,51-100
Resign,C02,French Defense,0-50
Resign,B20,Sicilian Defense,101-150
Mate,B50,Sicilian Defense,151-200
Draw,B50,Sicilian Defense,201-250
Resign,C53,Italian Game,>250
Resign,B50,Sicilian Defense,>250
Resign,B20,Sicilian Defense,151-200
Resign,E10,Blumenfeld Countergambit,0-50
Out of Time,B92,Sicilian Defense,201-250
Resign,C02,French Defense,151-200
Resign,A15,English Opening,101-150
Resign,E10,Blumenfeld Countergambit,51-100
Resign,C02,French Defense,151-200
Resign,C02,French Defense,101-150
Mate,A45,Indian Game,0-50
Resign,B91,Sicilian Defense,51-100
Out of Time,A45,Indian Game,51-100
Resign,B01,Scandinavian Defense,201-250
Mate,B12,Caro-Kann Defense,201-250
Resign,B90,Sicilian Defense,151-200
Resign,B94,Sicilian Defense,0-50
Mate,A01,Nimzo-Larsen Attack,0-50
Resign,A46,Torre Attack,51-100
Resign,E68,King's Indian,0-50
Resign,B90,Sicilian Defense,>250
Resign,B19,Caro-Kann Defense,0-50
Resign,C00,Queen's Pawn Game,>250
Resign,A11,English Opening,0-50
Mate,B21,Sicilian Defense,51-100
Mate,B10,Caro-Kann Defense,51-100
Mate,A10,English Opening,51-100
Mate,B01,Scandinavian Defense,0-50
Out of Time,C41,Philidor Defense,0-50
Mate,B50,Sicilian Defense,51-100
Mate,C26,Vienna Game,0-50
Mate,B03,Alekhine Defense,>250
Mate,C41,Philidor Defense,51-100
Resign,C50,Four Knights Game,0-50
Resign,A00,Polish Opening,151-200
Resign,C53,Italian Game,101-150
Resign,B02,Alekhine Defense,0-50
Resign,B00,Nimzowitsch Defense,>250
Resign,D37,Queen's Gambit,151-200
Resign,D55,Queen's Gambit,>250
Resign,D94,Gruenfeld Defense,0-50
Resign,E61,Indian Game,>250
Resign,E61,Indian Game,0-50
Resign,D32,Tarrasch Defense,51-100
Mate,D02,Queen's Pawn Game,51-100
Resign,C07,French Defense,151-200
Resign,A40,Polish Defense,0-50
Mate,A13,English Opening,0-50
Draw,A53,Old Indian Defense,51-100
Draw,E14,Queen's Indian Defense,51-100
Draw,A40,Modern Defense,0-50
Resign,C02,French Defense,51-100
Resign,C00,French Defense,0-50
Resign,D10,Slav Defense,0-50
Resign,C11,French Defense,>250
Mate,A00,Van't Kruijs Opening,0-50
Mate,C20,King's Pawn Game,51-100
Resign,C21,Danish Gambit,>250
Mate,C20,King's Pawn Game,101-150
Out of Time,C60,Ruy Lopez,>250
Mate,C60,Ruy Lopez,>250
Resign,C22,Center Game,>250
Resign,C68,Ruy Lopez,51-100
Resign,C50,Italian Game,51-100
Resign,C50,Four Knights Game,51-100
Out of Time,C40,King's Knight Opening,201-250
Resign,D00,Queen's Pawn Game,201-250
Resign,D00,Queen's Pawn Game,101-150
Resign,B02,Alekhine Defense,151-200
Resign,C40,King's Pawn Game,0-50
Mate,C20,King's Pawn Game,51-100
Mate,B30,Sicilian Defense,0-50
Resign,A00,Hungarian Opening,0-50
Out of Time,D00,Queen's Pawn Game,0-50
Mate,A00,Van't Kruijs Opening,0-50
Mate,C00,French Defense,0-50
Mate,C22,Center Game,0-50
Resign,C54,Italian Game,0-50
Mate,C50,Four Knights Game,>250
Mate,C41,Philidor Defense,151-200
Mate,C68,Ruy Lopez,201-250
Mate,B12,Caro-Kann Defense,51-100
Resign,C77,Ruy Lopez,>250
Out of Time,C22,Center Game,101-150
Mate,C45,Scotch Game,>250
Resign,C41,Philidor Defense,0-50
Resign,A40,Englund Gambit,101-150
Resign,C50,Giuoco Piano,151-200
Resign,A42,Sicilian Defense,>250
Resign,C44,Scotch Game,>250
Out of Time,C41,Philidor Defense,201-250
Mate,C70,Ruy Lopez,101-150
Mate,C55,Italian Game,201-250
Resign,B01,Scandinavian Defense,51-100
Mate,A00,Crab Opening,51-100
Mate,C41,Philidor Defense,>250
Resign,A40,Horwitz Defense,>250
Mate,C00,French Defense,>250
Out of Time,A00,Van't Kruijs Opening,>250
Resign,C02,French Defense,201-250
Resign,B02,Alekhine Defense,>250
Resign,B20,Sicilian Defense,>250
Resign,C20,King's Pawn Game,0-50
Resign,A00,Clemenz Opening,0-50
Resign,B01,Scandinavian Defense,>250
Resign,C20,King's Pawn Game,>250
Resign,A40,Horwitz Defense,>250
Resign,A00,Mieses Opening,201-250
Resign,B07,Pirc Defense,101-150
Resign,C00,French Defense,201-250
Resign,C20,King's Pawn Game,151-200
Resign,A00,Mieses Opening,201-250
Resign,B00,Ware Defense,151-200
Resign,A00,Kadas Opening,101-150
Resign,B00,Ware Defense,0-50
Resign,A00,Grob Opening,51-100
Resign,C00,French Defense,101-150
Resign,A15,English Opening,0-50
Resign,B51,Sicilian Defense,51-100
Resign,C00,French Defense,51-100
Resign,A10,English Opening,51-100
Resign,A10,English Opening,51-100
Resign,A00,Polish Opening,51-100
Resign,B31,Sicilian Defense,51-100
Resign,A81,Dutch Defense,0-50
Draw,B12,Caro-Kann Defense,0-50
Mate,B31,Sicilian Defense,51-100
Mate,C06,French Defense,51-100
Resign,B01,Scandinavian Defense,51-100
Resign,A04,Zukertort Opening,51-100
Resign,B12,Caro-Kann Defense,51-100
Resign,C00,French Defense,51-100
Resign,A10,English Opening,51-100
Resign,B30,Sicilian Defense,51-100
Resign,A10,English Opening,51-100
Resign,B31,Sicilian Defense,51-100
Mate,B40,Sicilian Defense,101-150
Mate,B12,Caro-Kann Defense,51-100
Resign,C70,Ruy Lopez,51-100
Mate,C90,Ruy Lopez,151-200
Resign,B39,Sicilian Defense,151-200
Resign,C53,Italian Game,151-200
Resign,B90,Sicilian Defense,151-200
Draw,C84,Ruy Lopez,151-200
Resign,C67,Ruy Lopez,151-200
Resign,B30,Sicilian Defense,151-200
Resign,A10,English Opening,151-200
Resign,A13,English Opening,151-200
Resign,A82,Dutch Defense,151-200
Resign,E20,Nimzo-Indian Defense,151-200
Resign,A00,Polish Opening,151-200
Draw,B10,Caro-Kann Defense,151-200
Resign,C06,French Defense,151-200
Resign,C00,French Defense,151-200
Resign,A13,English Opening,151-200
Resign,A13,English Opening,151-200
Resign,C92,Ruy Lopez,201-250
Resign,C01,French Defense,101-150
Resign,C64,Ruy Lopez,51-100
Resign,C17,French Defense,101-150
Mate,A40,Horwitz Defense,101-150
Resign,A46,Torre Attack,51-100
Out of Time,A40,Horwitz Defense,151-200
Resign,A49,East Indian Defense,0-50
Resign,D02,Queen's Pawn Game,101-150
Resign,D02,Queen's Pawn Game,101-150
Out of Time,D04,Queen's Pawn Game,101-150
Out of Time,D12,Slav Defense,151-200
Out of Time,A40,English Defense,0-50
Resign,D05,Colle System,151-200
Out of Time,A40,Englund Gambit,51-100
Out of Time,A40,Horwitz Defense,0-50
Out of Time,A40,Queen's Pawn,101-150
Out of Time,D02,Queen's Pawn Game,51-100
Draw,A40,Horwitz Defense,151-200
Resign,D04,Queen's Pawn Game,51-100
Mate,A40,Queen's Pawn,101-150
Mate,A40,Queen's Pawn,101-150
Out of Time,D02,Queen's Pawn Game,151-200
Resign,A40,Modern Defense,0-50
Out of Time,D02,Queen's Pawn Game,151-200
Mate,D02,Queen's Pawn Game,151-200
Out of Time,D02,Queen's Pawn Game,101-150
Out of Time,D02,Queen's Pawn Game,101-150
Mate,D04,Queen's Pawn Game,101-150
Mate,A46,Torre Attack,51-100
Out of Time,D02,Queen's Pawn Game,101-150
Out of Time,A40,Modern Defense,101-150
Mate,A40,Queen's Pawn,151-200
Resign,A40,Modern Defense,51-100
Resign,D02,Queen's Pawn Game,51-100
Resign,A40,Modern Defense,101-150
Resign,D02,Queen's Pawn Game,51-100
Resign,D02,Queen's Pawn Game,101-150
Out of Time,A49,East Indian Defense,151-200
Out of Time,D02,Queen's Pawn Game,151-200
Mate,D02,Queen's Pawn Game,101-150
Mate,D02,Queen's Pawn Game,151-200
Resign,D02,Queen's Pawn Game,0-50
Out of Time,A80,Dutch Defense,0-50
Out of Time,A40,Mikenas Defense,51-100
Mate,D02,Queen's Pawn Game,0-50
Out of Time,A40,Horwitz Defense,0-50
Out of Time,A43,Old Benoni Defense,0-50
Out of Time,D02,Queen's Pawn Game,101-150
Mate,A46,Indian Game,0-50
Resign,D02,Queen's Pawn Game,0-50
Out of Time,A40,Horwitz Defense,51-100
Resign,C62,Ruy Lopez,101-150
Resign,B07,Pirc Defense,51-100
Resign,A06,Zukertort Opening,101-150
Resign,A04,Zukertort Opening,>250
Resign,B01,Scandinavian Defense,101-150
Resign,C20,King's Pawn Game,0-50
Mate,C41,Philidor Defense,0-50
Mate,B07,King's Pawn Game,101-150
Resign,B30,Sicilian Defense,0-50
Mate,C42,Russian Game,0-50
Resign,C77,Ruy Lopez,51-100
Draw,B00,St. George Defense,0-50
Resign,A00,Van't Kruijs Opening,0-50
Resign,A22,English Opening,151-200
Mate,C60,Ruy Lopez,51-100
Resign,B01,Scandinavian Defense,51-100
Mate,C41,Philidor Defense,0-50
Resign,C40,King's Pawn Game,0-50
Resign,C41,Philidor Defense,0-50
Resign,C44,Scotch Game,>250
Mate,C50,Italian Game,0-50
Out of Time,C61,Ruy Lopez,101-150
Resign,B00,Nimzowitsch Defense,0-50
Resign,C21,King's Pawn Game,0-50
Mate,C64,Ruy Lopez,>250
Mate,C50,Italian Game,101-150
Resign,D20,Queen's Gambit,101-150
Resign,C55,Italian Game,201-250
Resign,A07,King's Indian Attack,0-50
Draw,D14,Slav Defense,>250
Resign,D43,Semi-Slav Defense,>250
Resign,A06,Reti Opening,>250
Resign,B20,Sicilian Defense,>250
Resign,C45,Scotch Game,>250
Resign,B23,Sicilian Defense,>250
Mate,C41,Philidor Defense,0-50
Draw,D00,Queen's Pawn Game,0-50
Resign,C45,Scotch Game,151-200
Resign,C45,Scotch Game,151-200
Resign,C42,Russian Game,151-200
Resign,C44,Irish Gambit,151-200
Resign,C22,Center Game,0-50
Resign,B57,Sicilian Defense,0-50
Resign,C41,Philidor Defense,101-150
Draw,C42,Petrov's Defense,51-100
Resign,C26,Vienna Game,>250
Resign,B00,Nimzowitsch Defense,0-50
Draw,C20,King's Pawn Game,0-50
Resign,C26,Vienna Game,151-200
Mate,C42,Russian Game,0-50
Resign,C41,Philidor Defense,51-100
Out of Time,C40,King's Pawn Game,0-50
Resign,C42,Russian Game,0-50
Resign,C42,Petrov's Defense,0-50
Mate,C50,Italian Game,0-50
Resign,C44,King's Knight Opening,0-50
Resign,B21,Sicilian Defense,>250
Resign,A30,English Opening,51-100
Resign,C65,Ruy Lopez,>250
Resign,C41,Philidor Defense,>250
Resign,C23,Bishop's Opening,>250
Resign,B21,Sicilian Defense,51-100
Mate,B01,Scandinavian Defense,101-150
Resign,D30,Queen's Gambit,201-250
Resign,C46,Four Knights Game,0-50
Resign,C65,Ruy Lopez,201-250
Mate,C46,Four Knights Game,101-150
Resign,C46,Three Knights Opening,101-150
Resign,B25,Sicilian Defense,201-250
Mate,C44,Scotch Game,0-50
Mate,D00,Queen's Pawn Game,51-100
Resign,B00,Owen Defense,51-100
Mate,C50,Four Knights Game,51-100
Resign,C20,King's Pawn Game,151-200
Mate,C40,King's Knight Opening,51-100
Mate,D01,Queen's Pawn Game,151-200
Resign,B23,Sicilian Defense,>250
Mate,C50,Italian Game,>250
Mate,C40,King's Knight Opening,151-200
Resign,C64,Ruy Lopez,151-200
Resign,B25,Sicilian Defense,>250
Resign,C45,Scotch Game,>250
Mate,C48,Four Knights Game,>250
Resign,C46,Four Knights Game,>250
Resign,B20,Sicilian Defense,>250
Resign,D01,Queen's Pawn Game,151-200
Mate,C41,Philidor Defense,151-200
Resign,A30,English Opening,201-250
Out of Time,C55,Italian Game,0-50
Resign,C40,King's Knight Opening,151-200
Mate,C41,Philidor Defense,51-100
Resign,C40,Elephant Gambit,51-100
Mate,C20,King's Pawn Game,0-50
Resign,C44,Ponziani Opening,>250
Mate,A06,Zukertort Opening,>250
Resign,A00,Saragossa Opening,>250
Resign,D30,Queen's Gambit,101-150
Resign,C50,Four Knights Game,>250
Resign,B10,Caro-Kann Defense,51-100
Resign,B10,Caro-Kann Defense,0-50
Resign,B11,Caro-Kann Defense,>250
Out of Time,D00,Queen's Pawn Game,201-250
Mate,B13,Caro-Kann Defense,51-100
Resign,B13,Caro-Kann Defense,151-200
Resign,D00,Queen's Pawn Game,>250
Resign,A40,Queen's Pawn,0-50
