turns,winner,white_rating,black_rating,opening_moves,rating_gap,higher_rated_victory
45,2,1429,1148,5,281,1
40,1,1162,1425,3,263,1
49,2,1711,1162,2,549,1
52,1,1162,1699,7,537,1
38,1,1165,1731,5,566,1
55,2,1340,1190,4,150,1
33,2,1575,1190,7,385,1
73,2,1677,1190,2,487,1
12,1,1209,1443,6,234,1
83,2,1432,1209,3,223,1
75,2,1172,1272,3,100,0
23,2,1666,1272,1,394,1
44,1,1290,1584,4,294,1
20,1,1340,1406,1,66,1
19,2,1402,1377,8,25,1
41,2,1315,1498,11,183,0
41,1,1264,1500,1,236,1
31,2,1500,1264,10,236,1
83,2,1410,1408,2,2,1
21,1,1376,1398,5,22,1
53,2,1206,1415,2,209,0
29,2,1404,1435,1,31,0
73,0,1404,1420,2,16,0
57,2,1392,1429,1,37,0
29,2,1624,1397,4,227,1
29,2,1372,1409,2,37,0
20,1,1419,1434,2,15,1
61,2,1410,1355,1,55,1
63,2,1539,1417,4,122,1
19,2,1522,1425,4,97,1
27,1,1438,1367,1,71,0
52,1,1337,1431,2,94,1
42,1,1440,1512,2,72,1
15,2,1486,1450,4,36,1
64,1,1398,1447,2,49,1
31,2,1448,1458,4,10,0
37,2,1447,1442,2,5,1
51,2,1441,1293,1,148,1
64,1,1453,1397,1,56,0
92,0,1477,1452,2,25,0
19,2,1449,1456,2,7,0
28,1,1521,1438,4,83,0
94,2,1437,1446,2,9,0
48,1,1459,1603,2,144,1
40,1,1478,1492,1,14,1
23,2,1513,1488,4,25,1
15,2,1477,1494,1,17,0
63,2,1525,1486,2,39,1
107,2,1473,1585,1,112,0
52,1,1567,1460,4,107,0
29,2,1452,1371,2,81,1
42,1,1463,1440,3,23,0
33,2,1431,1370,2,61,1
46,1,1310,1424,2,114,1
111,2,1412,1478,1,66,0
67,2,1351,1424,2,73,0
51,2,1412,1472,1,60,0
42,1,1421,1468,1,47,1
126,1,1347,1412,4,65,1
55,2,1199,1429,4,230,0
18,1,1527,1882,3,355,1
4,1,1527,1882,1,355,1
54,1,1500,1901,5,401,1
4,1,1533,1897,1,364,1
5,2,1894,1539,1,355,1
26,1,1545,1890,3,345,1
4,1,1552,1887,1,335,1
115,0,1923,1887,3,36,0
127,2,2086,1689,6,397,1
96,1,1606,1680,4,74,1
49,2,1664,1789,11,125,0
31,1,1672,1789,6,117,1
52,1,1216,1670,5,454,1
14,2,1667,1371,2,296,1
54,1,1801,1650,6,151,0
88,1,1658,1802,8,144,1
39,2,1656,1233,4,423,1
83,1,1769,1640,5,129,0
41,2,1622,1865,4,243,0
44,1,1350,1608,6,258,1
51,1,1619,1639,4,20,1
86,1,1625,1822,6,197,1
81,2,1776,1632,4,144,1
71,2,1546,1647,5,101,0
74,1,1648,2159,4,511,1
69,2,1635,1693,7,58,0
44,1,1647,1608,2,39,0
45,2,1673,1657,4,16,1
76,1,1665,1767,6,102,1
44,1,1336,1662,6,326,1
84,1,1669,1810,8,141,1
111,2,1649,1681,2,32,0
83,2,1671,1630,10,41,1
117,0,1398,1679,4,281,0
73,2,1666,1697,6,31,0
74,1,1670,1946,5,276,1
63,2,1667,1352,4,315,1
18,1,1199,1666,2,467,1
29,2,1580,1680,6,100,0
24,1,1689,1735,2,46,1
80,1,1382,1293,4,89,0
77,2,1377,1174,5,203,1
18,1,1149,1372,5,223,1
28,1,1161,1367,3,206,1
11,2,1361,1192,5,169,1
25,2,1349,1247,6,102,1
56,1,1287,1339,4,52,1
42,1,1191,1335,3,144,1
94,1,1349,1251,3,98,0
59,2,1264,1370,4,106,0
95,2,1363,1251,4,112,1
44,1,1249,1355,8,106,1
33,2,1347,1245,5,102,1
45,2,1272,1361,2,89,0
110,1,1288,1352,6,64,1
40,1,1367,1240,5,127,0
207,0,1371,1223,6,148,0
9,2,1364,1219,7,145,1
80,1,1225,1357,5,132,1
76,1,1221,1350,8,129,1
64,2,1335,1234,7,101,1
16,1,1137,1322,6,185,1
45,1,1293,1314,5,21,1
92,1,1327,1255,6,72,0
22,1,1286,1317,3,31,1
72,1,1330,1257,6,73,0
52,1,1296,1321,2,25,1
56,1,1313,1310,5,3,0
88,1,1311,1245,8,66,0
62,1,1273,1301,3,28,1
103,2,1257,1314,2,57,0
49,2,1304,1276,4,28,1
87,2,1295,1238,3,57,1
190,0,1290,1295,1,5,0
30,2,1248,1308,6,60,0
36,1,1332,1285,2,47,0
56,1,1295,1322,4,27,1
103,2,1316,1151,4,165,1
21,2,1296,1328,5,32,0
39,1,1346,1114,2,232,0
36,1,1722,1755,6,33,1
85,2,1734,1891,4,157,0
45,2,1716,1747,7,31,0
81,1,1720,1732,2,12,1
69,2,1706,1949,3,243,0
41,2,1695,1573,7,122,1
78,1,1952,1667,12,285,0
25,2,1639,1911,9,272,0
42,1,1478,1628,3,150,1
150,1,2150,1595,9,555,0
43,2,2166,1590,2,576,1
40,2,1565,1729,1,164,0
37,2,1565,1898,7,333,0
55,2,1950,2212,1,262,0
49,2,1950,1226,2,724,1
78,1,1950,1885,4,65,0
29,0,1950,2204,2,254,0
65,0,1950,1500,2,450,0
66,0,1950,1819,4,131,0
112,0,1950,1477,2,473,0
70,0,1950,1500,3,450,0
50,1,2036,1706,6,330,0
40,1,1795,2036,6,241,1
33,2,2023,1671,2,352,1
30,1,1675,2008,8,333,1
53,2,1990,1678,2,312,1
30,0,1990,1465,5,525,0
11,0,1990,1756,2,234,0
3,0,1990,1779,2,211,0
67,0,1990,1447,2,543,0
41,1,1458,1980,4,522,1
28,2,1967,1500,2,467,1
52,2,1967,1295,3,672,1
30,1,2102,1967,6,135,0
31,2,1330,1500,3,170,0
11,2,2386,1330,5,1056,1
38,2,1487,1340,9,147,1
72,1,1340,2197,6,857,1
23,2,1331,1159,5,172,1
90,1,1334,1798,5,464,1
35,2,2052,1334,9,718,1
23,2,1781,1336,2,445,1
73,2,1458,1347,4,111,1
44,1,1348,2075,7,727,1
17,2,1335,1272,5,63,1
70,1,1339,1705,3,366,1
27,2,1912,1340,10,572,1
32,1,1342,1792,9,450,1
15,2,1516,1500,2,16,1
97,2,1615,1608,1,7,1
86,1,1302,1611,1,309,1
119,2,1599,1580,2,19,1
43,2,1534,1614,4,80,0
77,1,1423,1608,11,185,1
48,2,1586,1947,5,361,0
62,1,1588,1990,5,402,1
129,2,1667,1598,11,69,1
141,2,1759,1605,4,154,1
53,2,2015,1608,8,407,1
88,0,1603,1732,1,129,0
100,1,1604,2215,2,611,1
51,1,1606,2074,2,468,1
39,2,1783,1612,4,171,1
133,2,1993,1615,6,378,1
35,2,1949,1618,6,331,1
112,0,1619,1592,2,27,0
60,1,1624,1839,2,215,1
21,2,1763,1632,4,131,1
41,2,1840,1613,10,227,1
42,1,1623,1655,3,32,1
29,2,1603,1963,3,360,0
37,2,1630,1614,6,16,1
74,1,1750,1598,8,152,0
79,2,1786,1604,6,182,1
148,1,1612,1715,3,103,1
94,1,1644,1595,7,49,0
108,1,1606,1618,5,12,1
146,1,1613,1760,5,147,1
49,2,2031,1615,7,416,1
46,0,1455,1620,6,165,0
117,2,1611,1539,2,72,1
52,1,1614,1924,5,310,1
75,2,1953,1617,7,336,1
52,1,1453,1611,4,158,1
91,2,1599,1603,2,4,0
73,2,1592,1457,5,135,1
32,1,1436,1585,2,149,1
45,2,1574,1489,5,85,1
98,2,1556,1789,2,233,0
32,1,1447,1548,6,101,1
159,2,1364,1565,3,201,0
31,2,1556,1496,2,60,1
61,2,1687,1566,5,121,1
107,2,1548,1605,5,57,0
85,2,1596,1562,4,34,1
130,1,1523,1547,4,24,1
91,2,1533,1456,6,77,1
35,1,1553,1505,8,48,0
124,1,1515,1536,7,21,1
85,1,1554,1568,4,14,1
59,2,1541,1431,6,110,1
48,0,1536,1541,3,5,0
63,2,1655,1556,2,99,1
38,1,1562,1484,5,78,0
32,1,1503,1375,6,128,0
42,1,1500,1466,3,34,0
22,2,1406,1437,6,31,0
103,2,1933,1779,8,154,1
115,2,2188,1933,4,255,1
67,2,1080,1600,4,520,0
85,2,1593,1434,5,159,1
46,1,1434,1586,8,152,1
46,1,1432,1579,4,147,1
54,1,1416,1571,5,155,1
96,1,1415,1564,2,149,1
88,1,1567,1536,8,31,0
54,1,1547,1555,4,8,1
17,2,1545,1465,2,80,1
39,2,1463,1561,7,98,0
57,0,1561,1080,3,481,0
20,0,1500,1561,7,61,0
60,1,1547,1561,11,14,1
73,1,1545,1561,9,16,1
39,2,2206,1640,3,566,1
58,1,1640,1937,20,297,1
34,2,1640,1937,20,297,0
50,1,1640,1937,16,297,1
42,1,1640,1914,4,274,1
55,2,2524,1640,7,884,1
59,2,1500,1418,2,82,1
84,1,1950,1960,3,10,1
29,2,1864,1976,10,112,0
72,2,2065,1976,6,89,1
63,2,1976,1988,10,12,0
141,2,1976,1987,4,11,0
92,1,2035,1961,6,74,0
64,1,1975,1908,8,67,0
90,1,1463,1974,3,511,1
70,1,1997,1480,7,517,0
68,1,1950,1997,2,47,1
63,2,2229,2002,10,227,1
90,1,1216,1555,3,339,1
51,2,2061,1432,6,629,1
70,1,2079,2006,4,73,0
31,2,1664,2107,6,443,0
42,1,2125,2061,10,64,0
90,1,2060,2111,6,51,1
109,2,2105,1867,8,238,1
47,2,2097,1898,6,199,1
64,1,1904,2089,7,185,1
109,2,1153,1120,1,33,1
52,1,1468,1509,3,41,1
75,2,1904,1509,4,395,1
50,1,1509,1904,8,395,1
105,2,1502,1361,4,141,1
69,2,1913,1504,7,409,1
116,1,1509,1738,4,229,1
41,1,1369,1502,6,133,1
44,1,1454,1493,7,39,1
109,2,1427,1493,9,66,0
17,2,1493,1781,5,288,0
47,2,1427,1493,9,66,0
20,1,1493,1781,4,288,1
15,2,1493,1427,11,66,1
45,2,1781,1493,6,288,1
45,2,1781,1493,4,288,1
46,1,1498,1482,11,16,0
77,2,1461,1493,6,32,0
43,2,1638,1500,10,138,1
81,2,1488,1527,5,39,0
139,2,1501,1498,6,3,1
54,1,1547,1486,7,61,0
60,1,1492,1658,4,166,1
36,1,1500,1605,3,105,1
87,2,1753,1723,1,30,1
135,2,1746,1256,1,490,1
76,0,1800,1738,2,62,0
140,0,1686,1747,6,61,0
63,2,1945,1784,2,161,1
46,1,1807,2108,8,301,1
64,1,1548,1770,2,222,1
62,1,1875,1662,5,213,0
59,2,1689,2078,5,389,0
145,2,1634,1841,6,207,0
19,2,1500,1407,5,93,1
60,1,2029,1924,10,105,0
50,1,1931,2070,7,139,1
56,1,1941,1940,8,1,0
38,2,1908,1953,5,45,0
110,1,1832,1946,1,114,1
95,1,1950,1935,3,15,0
37,2,1923,1961,7,38,0
52,1,1886,1914,5,28,1
32,1,1923,1968,8,45,1
96,1,1867,1914,5,47,1
98,1,1925,1909,4,16,0
16,2,1988,1933,4,55,1
29,2,1922,1950,8,28,0
81,2,1913,1878,7,35,1
55,2,1904,1846,4,58,1
67,2,1979,1912,10,67,1
140,0,1908,2059,8,151,0
14,2,1972,1917,4,55,1
28,2,1906,1924,9,18,0
76,1,1857,1897,5,40,1
45,1,1910,1817,8,93,0
15,1,1919,1953,7,34,1
61,2,1910,1870,5,40,1
40,1,1879,1900,11,21,1
67,2,1876,1912,11,36,0
66,1,1882,1902,3,20,1
49,1,1914,1869,4,45,0
114,1,1522,1727,13,205,1
107,2,1708,1528,4,180,1
92,1,1744,1770,7,26,1
63,2,1759,1790,4,31,0
36,1,1750,1741,6,9,0
55,2,1686,1681,6,5,1
85,2,1840,1732,4,108,1
118,1,1713,1637,3,76,0
55,2,1791,1716,3,75,1
135,0,1716,1763,4,47,0
78,1,1804,1931,3,127,1
40,1,1850,1804,5,46,0
114,0,1804,1779,7,25,0
68,1,1701,1500,5,201,0
128,1,1277,1619,1,342,1
125,0,1501,1271,3,230,0
110,1,1279,1385,5,106,1
24,2,1521,1284,8,237,1
53,2,1274,1233,2,41,1
25,2,1262,1281,6,19,0
85,2,1220,1275,5,55,0
119,2,1265,1229,3,36,1
15,2,1217,1278,3,61,0
60,1,1286,1405,4,119,1
36,1,1292,1499,6,207,1
58,1,1465,1274,2,191,0
37,2,1443,1281,1,162,1
100,1,1349,1267,4,82,0
110,1,1962,1973,4,11,1
152,1,1972,2010,8,38,1
33,0,1965,2217,5,252,0
85,2,1953,1982,5,29,0
48,1,1963,1990,5,27,1
118,1,1974,1989,5,15,1
76,1,1985,2009,5,24,1
127,2,2007,1996,11,11,1
42,1,2008,1988,6,20,0
98,2,1500,2008,6,508,0
174,1,2012,2284,12,272,1
64,1,2023,2033,6,10,1
92,1,2036,1991,9,45,0
95,2,2023,2055,5,32,0
28,2,2011,2019,16,8,0
102,0,2009,2069,5,60,0
49,2,1998,2047,12,49,0
70,1,2011,1975,6,36,0
58,1,2014,2350,8,336,1
60,1,2027,2005,5,22,0
66,1,2037,2080,8,43,1
55,2,2022,2127,7,105,0
33,2,2011,1965,3,46,1
61,2,1997,2060,10,63,0
124,1,2011,1962,6,49,0
58,1,2011,2000,9,11,0
134,1,2023,2028,8,5,1
37,2,1726,1565,4,161,1
36,1,1612,1552,3,60,0
33,2,1538,1669,11,131,0
68,1,1531,1674,5,143,1
30,1,1531,1526,4,5,0
31,2,1591,1540,6,51,1
144,1,1633,1526,5,107,0
42,1,1663,1512,3,151,0
81,2,1927,2434,7,507,0
64,1,2619,1927,12,692,0
48,1,1128,1670,2,542,1
79,2,1638,1130,5,508,1
78,1,1132,1619,4,487,1
44,1,1137,1464,2,327,1
47,2,1558,1140,4,418,1
46,1,1143,1612,2,469,1
108,1,1120,1389,3,269,1
48,1,1128,1383,4,255,1
37,2,1468,1133,2,335,1
47,2,1347,1143,4,204,1
39,2,1445,1150,3,295,1
15,2,1116,1338,3,222,0
30,1,1644,1810,4,166,1
52,1,1119,985,4,134,0
70,1,1810,1473,2,337,0
75,2,1436,1484,10,48,0
104,0,1638,1417,2,221,0
129,1,1225,1221,2,4,0
55,2,1227,1253,3,26,0
75,2,1239,1358,7,119,0
18,1,1240,1228,9,12,0
92,1,1235,1352,8,117,1
17,2,1318,1243,3,75,1
82,1,1338,1229,2,109,0
41,2,1158,1243,3,85,0
52,1,1251,1329,5,78,1
60,1,1264,1200,5,64,0
142,1,1278,1252,3,26,0
104,1,1090,1246,3,156,1
88,1,1268,1234,3,34,0
67,2,1221,1280,5,59,0
46,1,1141,1212,2,71,1
44,1,1228,1060,5,168,0
65,2,1274,1238,8,36,1
69,2,1097,1254,3,157,0
65,2,1239,1064,5,175,1
61,2,1045,1256,1,211,0
65,2,1251,1051,3,200,1
200,0,1252,1211,7,41,0
70,1,967,1248,2,281,1
69,2,1238,1225,4,13,1
59,2,1227,1206,1,21,1
135,0,1228,1227,8,1,0
96,1,1233,1215,3,18,0
46,1,1049,1209,4,160,1
30,1,1060,1202,3,142,1
119,2,1189,1237,7,48,0
27,0,907,1196,4,289,0
73,2,1193,912,2,281,1
34,1,918,1188,3,270,1
9,2,1184,924,7,260,1
14,1,931,1180,4,249,1
44,1,1191,1181,4,10,0
25,2,1186,967,8,219,1
113,2,1174,1210,2,36,0
55,1,1304,1158,3,146,0
27,2,1153,963,5,190,1
96,1,1400,1135,5,265,0
62,1,1141,1309,4,168,1
29,2,1224,1149,4,75,1
90,1,1118,1139,2,21,1
50,1,1150,1138,4,12,0
181,0,1148,1240,4,92,0
125,2,1583,1588,4,5,0
151,2,1516,1606,4,90,0
29,1,1630,1522,8,108,0
82,1,1255,1626,3,371,1
51,2,1607,1590,7,17,1
55,2,1588,1630,2,42,0
43,2,1630,1241,4,389,1
87,2,1626,1534,11,92,1
73,2,1483,1661,4,178,0
62,2,1650,1421,6,229,1
54,1,1431,1637,2,206,1
77,2,1479,1500,6,21,0
37,2,1500,1479,10,21,1
8,2,1507,1651,4,144,0
40,1,1902,1759,9,143,0
53,2,1760,1771,1,11,0
49,2,1764,1622,4,142,1
38,1,1500,2051,2,551,1
66,1,1321,2051,3,730,1
77,2,2051,1321,5,730,1
72,1,1321,2051,3,730,1
60,1,1500,2051,3,551,1
58,1,1268,2051,1,783,1
41,2,1417,1407,5,10,1
74,1,1417,1454,5,37,1
39,2,1409,1308,3,101,1
56,1,1316,1400,2,84,1
53,2,1389,1392,7,3,0
96,1,1549,1425,5,124,0
18,1,1833,1380,8,453,0
60,1,1565,1253,4,312,0
13,1,1111,1187,2,76,1
80,1,1264,1367,7,103,1
8,1,1176,1264,4,88,1
61,2,1169,1174,8,5,0
198,1,1246,1340,4,94,1
18,1,1347,1495,5,148,1
18,1,1355,1470,3,115,1
51,2,1359,1366,7,7,0
45,0,1370,1228,7,142,0
36,2,1351,1374,7,23,0
81,1,1141,1369,3,228,1
87,2,1363,1201,5,162,1
68,1,1283,1354,3,71,1
111,2,1347,1186,7,161,1
27,2,1334,1400,3,66,0
19,1,1348,1322,6,26,0
27,1,1329,1466,3,137,1
25,2,1295,1821,4,526,0
102,1,1329,1282,7,47,0
60,1,1285,1598,3,313,1
62,1,1099,1279,3,180,1
130,0,1275,1398,3,123,0
61,2,1350,1285,7,65,1
63,2,1383,1286,7,97,1
50,1,1297,1313,5,16,1
26,1,1273,1286,8,13,1
33,2,1282,1018,5,264,1
17,2,1231,1295,11,64,0
32,1,1306,1298,8,8,0
92,1,1195,1298,1,103,1
47,2,1383,1307,4,76,1
25,2,1296,1284,3,12,1
71,2,1600,1300,6,300,1
57,2,1282,1492,4,210,0
43,0,1386,1279,1,107,0
17,2,1264,1367,6,103,0
68,1,1273,1330,5,57,1
23,2,1192,1279,5,87,0
16,1,1265,1625,8,360,1
11,2,1451,1365,9,86,1
14,2,1331,1365,2,34,0
27,2,1412,1365,2,47,1
16,1,1365,1969,7,604,1
37,2,1969,1365,5,604,1
23,2,1085,1365,8,280,0
32,2,1365,1215,9,150,1
17,2,1427,1365,7,62,1
46,1,1365,1902,6,537,1
55,2,1902,1365,3,537,1
37,2,1365,1817,7,452,0
20,1,1399,1365,5,34,0
24,2,1764,1365,4,399,1
40,1,1365,1881,15,516,1
2,2,1538,1365,2,173,1
68,2,1901,1365,3,536,1
13,2,1500,1365,9,135,1
30,2,1320,1365,1,45,0
29,2,1365,1132,3,233,1
19,2,1365,1315,4,50,1
27,1,1365,1020,3,345,0
99,2,1856,1365,3,491,1
22,2,1365,1856,7,491,0
31,2,1856,1365,11,491,1
76,1,1365,1856,1,491,1
21,2,1856,1365,5,491,1
50,1,1365,1856,1,491,1
42,2,1442,1365,1,77,1
43,2,1365,1966,8,601,0
32,2,1966,1365,2,601,1
34,1,1365,1966,1,601,1
5,2,1500,1472,5,28,1
39,2,1500,1479,5,21,1
33,2,1469,1438,6,31,1
43,2,1382,1484,3,102,0
59,2,1500,1170,3,330,1
82,1,1170,1500,3,330,1
22,1,1229,1160,3,69,0
49,2,1219,1229,5,10,0
73,2,1776,1499,3,277,1
22,1,1771,1764,8,7,0
68,1,1770,1951,5,181,1
25,2,1696,1785,4,89,0
15,1,1554,1780,3,226,1
143,2,1775,1522,3,253,1
79,2,1761,1808,6,47,0
32,1,2005,1761,7,244,0
56,1,1766,2025,5,259,1
120,1,1728,1754,6,26,1
97,2,1735,1973,9,238,0
50,1,1743,1864,5,121,1
63,2,2000,1748,8,252,1
58,1,1899,1741,6,158,0
85,2,1722,1898,4,176,0
111,0,1737,1724,12,13,0
24,1,1750,1722,9,28,0
15,2,1725,1787,10,62,0
84,1,1719,1733,4,14,1
70,2,1719,1727,3,8,0
51,2,1196,1609,1,413,0
92,2,1658,1609,9,49,1
82,1,1609,1657,2,48,1
46,2,1637,1609,3,28,1
72,1,1306,1605,1,299,1
61,2,1605,1603,5,2,1
39,2,1605,1157,4,448,1
39,2,1605,954,3,651,1
25,2,1853,1605,7,248,1
81,2,1600,1362,3,238,1
19,0,1365,1598,2,233,0
35,2,1591,1500,2,91,1
43,2,1585,1500,2,85,1
14,1,913,981,2,68,1
66,1,924,982,2,58,1
121,2,1121,930,2,191,1
47,2,1181,936,2,245,1
83,2,1035,946,2,89,1
40,1,955,1082,2,127,1
90,1,967,999,3,32,1
51,2,1189,973,1,216,1
65,2,964,845,2,119,1
83,2,1251,969,3,282,1
94,1,969,1344,2,375,1
50,1,969,1344,2,375,1
15,2,1344,969,3,375,1
76,1,969,1346,2,377,1
62,1,793,961,2,168,1
93,2,1069,953,1,116,1
123,2,1113,962,1,151,1
64,1,973,1050,2,77,1
78,1,985,1074,2,89,1
47,2,1800,985,5,815,1
52,1,985,1768,2,783,1
45,2,1945,986,2,959,1
42,1,986,1944,2,958,1
45,2,1943,986,2,957,1
77,2,1099,996,1,103,1
81,2,1169,996,4,173,1
74,1,996,1732,1,736,1
82,1,1002,1253,2,251,1
42,1,1002,1731,2,729,1
27,2,1500,1005,5,495,1
44,1,996,991,2,5,0
117,0,1261,966,1,295,0
72,1,972,1229,2,257,1
70,1,979,1164,2,185,1
24,0,1083,975,1,108,0
72,1,970,1090,2,120,1
32,1,1004,952,5,52,0
20,1,961,1109,2,148,1
101,2,1103,972,5,131,1
45,2,943,1255,2,312,0
73,2,1089,954,2,135,1
59,2,1100,965,1,135,1
7,2,1238,1500,3,262,0
7,2,1500,1238,3,262,1
4,1,1500,1238,1,262,0
18,1,1500,1238,3,262,0
23,2,1443,1500,5,57,0
12,1,1500,1626,3,126,1
68,1,1271,1510,2,239,1
77,2,1770,1510,6,260,1
18,2,1510,1770,5,260,0
43,2,1343,1527,3,184,0
36,1,1319,1521,8,202,1
91,2,1512,1448,3,64,1
31,2,1504,1384,2,120,1
13,2,1494,1439,6,55,1
46,1,1418,1485,6,67,1
47,2,1353,1501,6,148,0
50,2,1497,1238,5,259,1
83,2,1416,1511,7,95,0
53,2,1536,1522,6,14,1
47,2,1517,1311,5,206,1
47,2,1484,1530,4,46,0
24,1,1542,1533,5,9,0
71,2,1471,1556,6,85,0
53,2,1555,1393,7,162,1
28,1,1400,1548,10,148,1
44,1,1562,1498,5,64,0
61,2,1559,1211,3,348,1
78,1,1493,1549,1,56,1
34,1,1569,1251,5,318,0
67,2,1450,1585,3,135,0
14,1,1605,1342,5,263,0
46,1,1622,1454,7,168,0
46,1,1550,1612,4,62,1
97,2,1609,1256,5,353,1
148,1,1260,1606,4,346,1
59,2,1590,1395,11,195,1
25,0,1525,1593,6,68,0
56,1,1611,1401,5,210,0
45,2,1605,1388,7,217,1
50,1,1472,1598,7,126,1
127,0,1603,1445,6,158,0
70,1,1370,1597,6,227,1
47,2,1500,1597,6,97,0
74,1,1370,1592,6,222,1
40,2,1592,1456,3,136,1
67,2,1592,1500,4,92,1
89,2,1592,1436,5,156,1
37,2,1801,1886,1,85,0
83,2,2124,1891,3,233,1
39,0,1894,1781,10,113,0
43,2,1892,1470,8,422,1
55,2,1886,1706,11,180,1
67,2,1914,1897,8,17,1
80,1,1845,1887,1,42,1
47,2,1755,1903,4,148,0
113,1,1550,1517,7,33,0
108,1,1593,1538,2,55,0
43,2,1523,1668,9,145,0
13,2,1556,1533,2,23,1
138,1,1536,1836,9,300,1
47,2,1525,1541,6,16,0
16,2,1511,1536,10,25,0
19,2,1553,1547,4,6,1
49,2,1534,1602,9,68,0
33,1,1545,1541,6,4,0
63,2,1616,1554,9,62,1
41,2,1542,1583,7,41,0
55,2,1531,1538,6,7,0
15,2,1554,1541,10,13,1
42,2,1711,1555,3,156,1
24,1,1561,1740,11,179,1
54,1,1513,1552,1,39,1
20,2,1575,1561,10,14,1
72,1,1570,1633,5,63,1
51,2,1635,1579,1,56,1
48,1,1629,1567,9,62,0
47,2,1770,1572,10,198,1
44,1,1320,1559,4,239,1
31,1,1567,1648,5,81,1
91,2,1713,1573,4,140,1
28,1,1580,1706,9,126,1
23,2,1695,1588,7,107,1
37,2,1662,1596,15,66,1
20,1,1604,1705,7,101,1
18,2,1657,1613,10,44,1
17,2,1700,1621,8,79,1
33,2,1691,1630,8,61,1
42,1,1638,1719,4,81,1
35,2,1694,1647,13,47,1
32,2,1634,1658,8,24,0
61,2,1648,1638,9,10,1
60,1,1659,1636,5,23,0
36,1,1668,1717,8,49,1
180,1,1621,1659,6,38,1
68,2,1756,1667,6,89,1
26,2,1761,1675,19,86,1
74,1,1682,1792,12,110,1
124,1,1694,1636,3,58,0
90,1,1685,1684,8,1,0
9,2,1668,1695,5,27,0
64,1,1595,1687,3,92,1
1,2,2403,1746,1,657,1
5,2,2454,1746,3,708,1
59,2,1171,1432,7,261,0
113,2,1403,1364,3,39,1
62,1,1446,1359,3,87,0
58,1,1369,1413,3,44,1
12,1,1468,1354,3,114,0
84,1,1331,1434,3,103,1
41,2,1215,1432,3,217,0
43,2,1426,1265,1,161,1
17,2,1425,1351,2,74,1
37,2,1713,1500,2,213,1
103,0,2283,2358,4,75,0
109,0,2214,2286,2,72,0
92,1,2232,2272,8,40,1
77,2,2264,2082,15,182,1
76,1,1826,2262,5,436,1
22,2,2255,2008,6,247,1
62,1,2007,2249,14,242,1
70,1,1801,2246,8,445,1
63,0,2239,2401,5,162,0
58,1,1471,2239,12,768,1
95,1,2094,2228,6,134,1
109,0,2229,2220,17,9,0
42,1,2162,2214,8,52,1
102,1,2236,2148,2,88,0
97,2,2268,2254,17,14,1
56,1,1144,1500,4,356,1
20,0,1500,1264,9,236,0
43,2,1247,1500,2,253,0
62,1,1247,1500,2,253,1
77,2,1500,1234,5,266,1
31,0,1234,1500,1,266,0
3,2,1500,1193,3,307,1
89,2,1859,1734,4,125,1
63,2,1699,1752,6,53,0
69,2,1655,1516,2,139,1
52,1,1671,1503,2,168,0
63,2,1485,1688,3,203,0
99,2,1683,1491,4,192,1
42,1,1648,1672,3,24,1
64,1,1551,1665,3,114,1
54,1,1484,1659,2,175,1
50,1,1545,1651,3,106,1
44,1,1665,1563,8,102,0
43,2,1656,1571,8,85,1
82,0,1569,1659,4,90,0
16,1,1674,1554,4,120,0
134,1,1529,1667,2,138,1
27,2,1659,1547,6,112,1
117,2,1598,1673,1,75,0
43,2,1666,1526,6,140,1
68,1,1679,1622,3,57,0
63,2,1569,1694,3,125,0
58,1,1606,1686,4,80,1
52,1,1469,1680,2,211,1
36,1,1460,1675,4,215,1
78,1,1449,1670,1,221,1
54,1,1687,1513,6,174,0
54,1,1541,1680,5,139,1
59,2,1674,1488,6,186,1
63,2,1491,1691,4,200,0
54,1,1466,1686,3,220,1
32,1,1703,1488,4,215,0
52,1,1493,1698,4,205,1
45,1,1546,1691,4,145,1
31,2,1684,1553,6,131,1
68,1,1531,1677,8,146,1
50,1,1508,1670,1,162,1
83,2,1665,1475,4,190,1
61,2,1519,1681,1,162,0
78,1,1481,1675,1,194,1
77,2,1669,1487,2,182,1
84,1,1468,1664,2,196,1
40,1,1465,1658,6,193,1
51,2,1634,1462,5,172,1
106,1,1466,1741,7,275,1
42,1,1456,1442,6,14,0
25,2,1453,1258,7,195,1
94,2,1470,1464,6,6,1
40,1,1449,1453,10,4,1
53,2,1441,1459,5,18,0
77,2,1334,1456,10,122,0
138,1,1444,1445,3,1,1
78,1,1458,1404,9,54,0
72,1,1465,1446,3,19,0
108,2,1432,1521,6,89,0
27,2,1435,1456,7,21,0
71,2,1445,1446,2,1,0
94,1,1614,1428,6,186,0
45,2,1473,1448,3,25,1
58,1,1463,1436,1,27,0
76,1,1448,1439,3,9,0
127,2,1434,1515,5,81,0
86,1,1442,1563,3,121,1
43,1,1426,1430,5,4,1
40,1,1414,1419,5,5,1
20,1,1512,1404,8,108,0
88,1,1403,1419,8,16,1
73,0,1406,1326,4,80,0
148,0,1412,1564,6,152,0
46,1,1146,1408,3,262,1
49,2,1405,1127,4,278,1
52,1,1413,1528,6,115,1
64,1,1424,1443,4,19,1
124,1,1264,1420,3,156,1
65,2,1190,1470,3,280,0
41,2,1667,1192,6,475,1
30,1,1069,1182,5,113,1
55,2,1167,1176,4,9,0
33,2,1561,1170,3,391,1
